component_id,excel_row,source,plant_name,original_district,allocated_district,balancing_area,original_capacity_mw,allocation_share,allocated_capacity_mw,allocation_method,source_url,confidence,notes
tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,184.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Statewide / multiple districts,Pudukkottai,Trichy,8930.85,0.0011620895018447366,10.378447027550067,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,184.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Statewide / multiple districts,Ramanathapuram,Madurai,8930.85,0.1518667447942091,1356.2991177453625,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,184.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Statewide / multiple districts,Sivagangai,Madurai,8930.85,0.013902948417746653,124.1651468766327,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,184.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Statewide / multiple districts,Theni,Madurai,8930.85,0.03138483406844123,280.2932453401384,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,184.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Statewide / multiple districts,Thoothukudi,Tirunelveli,8930.85,0.22739159848303048,2030.8002573121728,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,184.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Statewide / multiple districts,Tiruchirappalli,Trichy,8930.85,0.022525987646633203,201.17621677393416,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,184.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Statewide / multiple districts,Tirunelveli,Tirunelveli,8930.85,0.16054598000544032,1433.8120655315868,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,184.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Statewide / multiple districts,Tiruppur,Coimbatore,8930.85,0.05489505691238721,490.25951902599337,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,184.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Statewide / multiple districts,Tiruvallur,Chennai North,8930.85,0.0063707422869367,56.89614375328863,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,184.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Statewide / multiple districts,Tiruvannamalai,Villupuram,8930.85,0.008619979800100593,76.98374659772838,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,184.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Statewide / multiple districts,Vellore,Vellore,8930.85,0.006236202963066413,55.69459323270168,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,184.0,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Statewide / multiple districts,Virudhunagar,Tirunelveli,8930.85,0.107788089811892,962.6392618965357,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Statewide / multiple districts,Ariyalur,Trichy,1635.8,0.002455128357924344,4.016098967892641,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Medium,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.
tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Statewide / multiple districts,Chennai,Chennai North,1635.8,0.11214930994207804,183.45384120325124,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Medium,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.
tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Statewide / multiple districts,Coimbatore,Coimbatore,1635.8,0.12782160989678926,209.09058946916787,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Medium,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.
tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Statewide / multiple districts,Cuddalore,Villupuram,1635.8,0.02234643529664148,36.554298858246135,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Medium,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.
tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Statewide / multiple districts,Dharmapuri,Vellore,1635.8,0.007854027125592926,12.847617572044909,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Medium,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.
tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Statewide / multiple districts,Dindigul,Madurai,1635.8,0.014563916763997807,23.823655042547614,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Medium,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.
tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185.0,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Statewide / multiple districts,Erode,Erode,1635.8,0.04783924868305008,78.25544299573332,"District share of 83,906 PM Surya Ghar rooftop installations as of 20 July 2026; six post-2011 districts recombined to the workbook's 32-district boundary system",https://sansad.in/getFile/lsapps/loksabhaquestions/annex/188/AS59_dKLc7G.pdf?source=lsapps,Medium,Official residential installation counts are used as the best statewide rooftop distribution proxy. Industrial and commercial rooftop geography may differ.
